Product Id,Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product HS Code,Product Origin Country,Product MID Code,Product Material,Shipping Profile Id,Product Sales Channel 1,Product Collection Id,Product Type Id,Product Tag 1,Product Tag 2,Product Tag 3,Product Tag 4,Product Tag 5,Product Discountable,Product External Id,Variant Id,Variant Title,Variant SKU,Variant Barcode,Variant Allow Backorder,Variant Manage Inventory,Variant Weight,Variant Length,Variant Width,Variant Height,Variant HS Code,Variant Origin Country,Variant MID Code,Variant Material,Variant Price INR,Variant Option 1 Name,Variant Option 1 Value,Variant Option 2 Name,Variant Option 2 Value,Variant Option 3 Name,Variant Option 3 Value,Product Image 1 Url,Product Image 2 Url,Product Image 3 Url,Product Image 4 Url,Product Image 5 Url,Product Image 6 Url,Product Image 7 Url,Product Image 8 Url
,friction-trucks-toys,FRICTION TRUCKS TOYS,,"<p>Fire Truck Set Combo 1-6 Year | Realistic Design | Indoor Outdoor Play | Safe and Non-Toxic | Gift for Kids | Multicolour<br></p>
<p>INTERACTIVE &amp; EDUCATIONAL PLAYSET FOR KIDS – This engaging toy set encourages imaginative role-play, helping children develop problem-solving skills, creativity, and fine motor coordination while having endless fun.<br>HIGH-QUALITY, CHILD-SAFE MATERIALS FOR DURABILITY – Crafted from premium, non-toxic, BPA-free plastic, this toy set is lightweight, sturdy, and designed to withstand rough play, ensuring long-lasting and safe enjoyment for kids.<br>Durable and Safe: Made with high-quality, child-safe materials, this push toy is built to withstand active play and ensure long-lasting enjoyment.<br>ISI Marked for Safety: This Push N' Go Dino is ISI certified, ensuring it meets the strictest safety standards for toys in India. You can play with peace of mind knowing your child is having fun with a high-quality product<br>Perfect Gift: This toy makes a wonderful present for birthdays, holidays, or any occasion. It's a delightful and educational toy that will provide hours of entertainment for young minds.<br></p>",published,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/friction-trucks-toys/79b9b7e4-1dc5-4232-8b7f-e5d5dc9f757a.jpg,,,,,,,,,,,,,,,,,,TRUE,,,Title: Default Title,,,FALSE,FALSE,0,,,,,,,,99,Title,Default Title,,,,,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/friction-trucks-toys/d663a55d-06d8-40b7-8441-05d53357a1fb.jpg,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/friction-trucks-toys/300244eb-1b91-4239-8e5d-12eb4b2e2b4c.gif,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/friction-trucks-toys/1569bee8-3244-4a84-bfcf-78edd32b2825.jpg,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/friction-trucks-toys/6283c536-d674-4cf3-acee-b806f3da845a.jpg,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/friction-trucks-toys/58d0eca3-97ad-4ffc-b019-5c89f9bea059.jpg,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/friction-trucks-toys/d60d0fb9-5083-4b42-a5f3-f40f0a869f2f.jpg,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/friction-trucks-toys/331ac16c-4b51-4bf6-a1c6-34ffb457a936.jpg,
,frictions-airplanes,Frictions Airplanes,,"<p><span>Jumping Wind Up Toys For Babies Key Operated Crawling Walking Toy Set for Kids - Fun &amp; Interactive Animal Toy Set for Boys &amp; Girls.Interactive Playtime: This set of 3 wind-up toys includes a jumping bird, rabbit, and animal, providing endless fun and engagement for babies and kids. • Durable Construction: Made from high-quality, non-toxic materials, these toys are built to withstand rough play while ensuring your child's safety.These wind-up toys are not only fun but also help develop fine motor skills, hand-eye coordination, and stimulate creativity and imagination in young minds. • Versatile Gift: Perfect for birthdays, festivals, or as a surprise treat, this animal toy set is sure to delight boys and girls alike.The lightweight and small size of these toys make them easy to carry around, perfect for keeping kids entertained on the go.</span></p>",published,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/frictions-airplanes/6a2f4c07-41d5-45f5-b13f-b996f127738d.jpg,,,,,,,,,,,,,,,,,,TRUE,,,Title: Default Title,,,TRUE,TRUE,0,,,,,,,,99,Title,Default Title,,,,,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/frictions-airplanes/ce64c6fe-122d-4b4e-8aeb-a931d031c622.jpg,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/frictions-airplanes/99cd53a7-65ba-479e-8edd-1bdcca381dc9.png,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/frictions-airplanes/f34303aa-2cf7-4161-a079-bea9098ce2bc.jpg,,,,,
,funny-milch-cow,Funny Milch Cow,,"<p>Makes Perfect Sound. The Tail Shakes, The Legs Can Move Around. High quality, High performance, Walks around funny toy. Eyes With Light Head Makes Sound Non –toxic. Animal toy is an apt learning toy for your kids to spend time with and have fun. It not only just entertains your children, but also helps build their conscience by teaching them about the animal kingdom. It’s very easy to operate</p>
<p>Just install the AAA and turn on the switch, then you will enjoy the realistic sound, vivid color and high tech body movement.<br>This Cow toy is a great gift to inspire your kid’s creativity and imagination.<br>The glowing eyes and moving feet can quickly attract children’s attention and make they feel like a living Cow is coming towards them.</p>",published,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/funny-milch-cow/17fc3592-adcf-4d17-8430-9ba43aa39def.jpg,,,,,,,,,,,,,,,,,,TRUE,,,Title: Default Title,,,FALSE,FALSE,0,,,,,,,,249,Title,Default Title,,,,,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/funny-milch-cow/75dbc134-f833-487c-8e18-f666ebc282be.jpg,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/funny-milch-cow/3d38aeb5-c523-4f2f-af24-4534ceb71c1f.jpg,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/funny-milch-cow/a0b7801b-3df6-463d-8458-8678fb562ad1.jpg,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/funny-milch-cow/fa6e6c63-ea19-4772-8102-8df1dab053cc.jpg,,,,
,g-wagon-police-toy-car,G Wagon Police Toy Car,,"<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li class=""a-spacing-mini""><span class=""a-list-item"">➽ Diecast Metal Car Size: 1/32 scale metal car die cast car model car with display base, Product size: 16.5CM * 6.5CM * 7CM.</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">➽ Function: Pull back model car, engine sound and light. Press the two wheels of the front car to trigger the engine sound and lights, and open the door to trigger the lights of the front and rear lights. Place the car on the ground, hold down the car body and pull it back, the model car will drive forward about 10 meters; Simulation interior, body frosted texture.</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">➽ Material: Made of high-quality's Metal body with plastic parts, rubber tires, detailed interior and exterior trim. These cars are durable, safe, non-toxic and lead-free toys. Metal car can move. You can trust the quality and use it safely without worrying about your child’s safety.</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">➽ Collectible Pieces: This authentic Metal car model is not just a great toy for kids but it can also be part of your car model collection. The precise detailing and premium finishing touches make this Model X replica a must-have in your toy car display.</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">➽ Great gift and decoration: Very sturdy, fine workmanship, nice toy car, not big, not small. Birthday present and Christmas gifts Toy for boy’s age 2 years old.</span></li>
</ul>",published,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/g-wagon-police-toy-car/6dc68430-c651-40a2-aff5-a75f5cafe6e6.jpg,,,,,,,,,,,,,,,,,,TRUE,,,Color: black,,,FALSE,FALSE,0,,,,,,,,1699,Color,black,,,,,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/g-wagon-police-toy-car/b0a8a76c-e3aa-4950-b6ec-3d0877a4e921.jpg,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/g-wagon-police-toy-car/6ffc2b81-c0e8-4220-aecc-9905cb0c2950.jpg,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/g-wagon-police-toy-car/c1d9d922-9146-42b2-aa31-f5c68becdf74.jpg,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/g-wagon-police-toy-car/76cf9f84-6147-433a-b65b-43e69aee62c8.jpg,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/g-wagon-police-toy-car/975e9b36-3dbf-469a-8bbe-eaf5c12f9de8.jpg,,,
,g-wagon-police-toy-car,G Wagon Police Toy Car,,"<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li class=""a-spacing-mini""><span class=""a-list-item"">➽ Diecast Metal Car Size: 1/32 scale metal car die cast car model car with display base, Product size: 16.5CM * 6.5CM * 7CM.</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">➽ Function: Pull back model car, engine sound and light. Press the two wheels of the front car to trigger the engine sound and lights, and open the door to trigger the lights of the front and rear lights. Place the car on the ground, hold down the car body and pull it back, the model car will drive forward about 10 meters; Simulation interior, body frosted texture.</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">➽ Material: Made of high-quality's Metal body with plastic parts, rubber tires, detailed interior and exterior trim. These cars are durable, safe, non-toxic and lead-free toys. Metal car can move. You can trust the quality and use it safely without worrying about your child’s safety.</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">➽ Collectible Pieces: This authentic Metal car model is not just a great toy for kids but it can also be part of your car model collection. The precise detailing and premium finishing touches make this Model X replica a must-have in your toy car display.</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">➽ Great gift and decoration: Very sturdy, fine workmanship, nice toy car, not big, not small. Birthday present and Christmas gifts Toy for boy’s age 2 years old.</span></li>
</ul>",published,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/g-wagon-police-toy-car/6dc68430-c651-40a2-aff5-a75f5cafe6e6.jpg,,,,,,,,,,,,,,,,,,TRUE,,,Color: white,,,FALSE,FALSE,0,,,,,,,,1699,Color,white,,,,,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/g-wagon-police-toy-car/b0a8a76c-e3aa-4950-b6ec-3d0877a4e921.jpg,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/g-wagon-police-toy-car/6ffc2b81-c0e8-4220-aecc-9905cb0c2950.jpg,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/g-wagon-police-toy-car/c1d9d922-9146-42b2-aa31-f5c68becdf74.jpg,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/g-wagon-police-toy-car/76cf9f84-6147-433a-b65b-43e69aee62c8.jpg,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/g-wagon-police-toy-car/975e9b36-3dbf-469a-8bbe-eaf5c12f9de8.jpg,,,
,gear-wheel-transparent-electric-mini-toy-tank,Gear Wheel Transparent Electric Mini Toy Tank,,"<div class=""index_module_idAiSummary__content__p__01115bb2"">
<label class=""index_module_idAiSummary__content__p__label__01115bb2"">Feature highlights:</label>Transparent<span> </span>electric<span> </span>mini<span> </span>toy<span> </span>tank<span> </span>with<span> </span>light<span> </span>and<span> </span>music<span> </span>functions,<span> </span>gear-driven<span> </span>mechanical<span> </span>design,<span> </span>and<span> </span>remote<span> </span>control<span> </span>operation.<span> </span>Ideal<span> </span>for<span> </span>kids<span> </span>aged<span> </span>5-14<span> </span>years,<span> </span>it<span> </span>supports<span> </span>indoor-outdoor<span> </span>use<span> </span>and<span> </span>includes<span> </span>a<span> </span>3.7V<span> </span>lithium<span> </span>battery<span> </span>with<span> </span>charger.<span> </span>Electric-powered<span> </span>and<span> </span>made<span> </span>of<span> </span>durable<span> </span>plastic,<span> </span>it<span> </span>offers<span> </span>transparent<span> </span>body<span> </span>appeal<span> </span>for<span> </span>educational<span> </span>purposes.</div>
<div class=""index_module_idAiSummary__content__p__01115bb2"" data-spm-anchor-id=""a2700.details.0.i101.47ad1da84P60NJ"">
<label class=""index_module_idAiSummary__content__p__label__01115bb2"">Supplier highlights:</label>This supplier mainly exports to Vietnam, Libya, and Qatar, offers<span> </span><span class=""index_module_idAiSummary__content__p__bold__01115bb2"">flexible customization services</span>, and has a customer satisfaction rate of<span> </span><span class=""index_module_idAiSummary__content__p__bold__01115bb2"">98.1% positive reviews</span>
</div>",published,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/gear-wheel-transparent-electric-mini-toy-tank/14715dd0-8c9d-48e8-96c5-03a576d56399.jpg,,,,,,,,,,,,,,,,,,TRUE,,,Title: Default Title,,,FALSE,FALSE,0,,,,,,,,549,Title,Default Title,,,,,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/gear-wheel-transparent-electric-mini-toy-tank/406560a6-b50b-4e7b-9acc-706d410b1241.jpg,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/gear-wheel-transparent-electric-mini-toy-tank/619c2059-65e7-45ae-ae29-c88bed577361.jpg,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/gear-wheel-transparent-electric-mini-toy-tank/daf9d6ce-31da-40f9-9d9f-8200bb6a0662.jpg,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/gear-wheel-transparent-electric-mini-toy-tank/23bc748e-1933-46e9-b626-08336e7c931b.jpg,,,,
,gift-wrap,Gift Wrap,,,published,,,,,,,,,,,,,,,,,,,TRUE,,,Title: Default Title,,,FALSE,TRUE,0,,,,,,,,50,Title,Default Title,,,,,,,,,,,,
,gobble-game,Gobble Game,,"<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li class=""a-spacing-mini""><span class=""a-list-item"">ENGAGING STRATEGY GAME FOR KIDS &amp; FAMILIES – This fun and colorful Gobble Game adds a smart twist to traditional tic tac toe. Great for developing memory, logic, and focus while spending time with family.</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">THRILLING 3D GAMEPLAY – Stack, cover, and outsmart! Larger gobblers can cover smaller ones—adding surprise and strategy to every move. A perfect mix of fun and thinking for young minds.</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">BOOSTS SKILLS THROUGH PLAY – Supports brain development, critical thinking, hand-eye coordination, and fine motor skills. Ideal for ages 3+ and early learners at home or in preschool.</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">KID-FRIENDLY &amp; EASY TO LEARN – Simple rules and fast-paced play make it perfect for kids and adults alike. Encourages screen-free fun and builds social interaction skills.</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">WHAT’S INCLUDED – Includes 1 sturdy plastic grid, 18 colorful plastic gobblers, and easy-to-follow instructions. A perfect gift for birthdays, holidays, or family game nights.</span></li>
</ul>",published,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/gobble-game/0ff375a0-ac67-4402-83ad-06957692a7c1.jpg,,,,,,,,,,,,,,,,,,TRUE,,,Title: Default Title,,,FALSE,FALSE,0,,,,,,,,179,Title,Default Title,,,,,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/gobble-game/e5c6c72c-8266-41a9-89c2-c200c6145460.jpg,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/gobble-game/5cc485ff-72f9-4f23-9951-2076f24fcb29.jpg,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/gobble-game/d0a6df85-65e2-4d50-994e-0067328eea58.jpg,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/gobble-game/f7a81096-5d85-41d6-b573-a7994e4653fa.jpg,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/gobble-game/cf130c72-62df-40aa-9133-5821187bad37.jpg,,,
,gooyo-gaddi-remote-control-car-with-song,GOOYO Gaddi Remote Control Car with Song,,"<p>Light up the race! The front LED lights offer a realistic touch to your driving adventures. Whether day or night, this toy car’s flashing headlights enhance the whole play experience.</p>
<p>This Gooyo remote control car toy is designed for smooth racing fun with forward, reverse, left, and right turns. Ideal for both inside and outdoor play, providing your children an exciting driving experience. The closed roof design enables immersive play experiences.</p>
<p>with its user-friendly remote controller, kids can steer this toy car in all directions. The Gooyo toy RC car provides a dynamic, fully functional experience whether it is racing forward, making tight curves, or reversing.</p>",published,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/gooyo-gaddi-remote-control-car-with-song/aed6e0f9-8eed-4d23-a87b-ac043747a65e.jpg,,,,,,,,,,,,,,,,,,TRUE,,,Title: Default Title,,,FALSE,FALSE,0,,,,,,,,699,Title,Default Title,,,,,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/gooyo-gaddi-remote-control-car-with-song/304ec81c-26cb-4827-a6cf-ae6b9a00d69a.jpg,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/gooyo-gaddi-remote-control-car-with-song/7bfde891-6957-4010-a591-b105b47c021a.jpg,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/gooyo-gaddi-remote-control-car-with-song/4b023d7e-12e5-4ec1-82f5-09d71d663fc2.jpg,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/gooyo-gaddi-remote-control-car-with-song/a54ceee8-a0d9-4bba-9be5-8964200ae41b.jpg,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/gooyo-gaddi-remote-control-car-with-song/d209b453-3956-43a9-8afb-bdcbb662ab67.jpg,,,
,gooyo-machine-gun,Gooyo Machine Gun,,"<p>The Rapid Fire machine gun is exactly what you were looking for Realistic Toy Gun The Rapid Fire machine gun is designed to look and feel very realistic for maximum fun. The 25” toy rifle gun is very detailed and looks like the real thing. The sniper gun makes shooting sounds for the perfect realistic experience. Flashing lights come out of the gun for endless hours of fun. The machine gun is crafted with care and attention to detail for perfect results. Your child will enjoy hours of fun with this toy gun. The rapid fire machine gun is perfect for all kinds of adventurous roleplay, such as spies, commandos, gangsters and so much more! The toy gun is the perfect accessory for your Halloween costume! Perfect Gift Idea The rapid fire machine gun will make the perfect gift for any child that loves adventurous games. Get this toy machine gun for your child, nephew or godson and be sure that they will love it.</p>
<p>Army print amazing vibrating gun with music and flashing lights with bullets.</p>
<p>Known for its most exquisite range of kids toys. Battery not included with the product. Army print amazing vibrating gun with   music and flashing lights with bullets</p>
<p>The gun will vibrate when you use it, infrared laser light included. Made of durable abs plastic material.</p>
<p>Army print amazing vibrating gun with music and flashing lights with bullets.</p>
<p>Known for its most exquisite range of kids toys. Battery not included with the product. Army print amazing vibrating gun with     music and flashing lights with bullets</p>
<p>The gun will vibrate when you use it, infrared laser light included. Made of durable abs plastic material</p>
<p>360-Degree moving ammunition. 3 Aa batteries are required, Big size: more than 2 feet long gun (25 inches) with flashing light, and sound effect</p>
<p>Please Note: Attach the front barrel of the gun toy in the second part of the gun firmly till you hear a click sound. The music and lights will then function properly</p>",published,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/gooyo-machine-gun/59e390ea-9a6c-49b7-8245-87fb8eb48074.jpg,,,,,,,,,,,,,ptag_01KBEW0F3CT0310464P6A4YN29,,,,,TRUE,,,Title: Default Title,,,FALSE,FALSE,0,,,,,,,,560,Title,Default Title,,,,,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/gooyo-machine-gun/2e21563e-6944-4afc-b6c7-4cdcbcb2c19b.jpg,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/gooyo-machine-gun/9991d68d-38d6-46a4-a4a5-9189fe9e3c9a.jpg,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/gooyo-machine-gun/268f93be-15a1-4692-9ba9-4284307bee76.jpg,,,,,
,gooyo-money-safe-piggy-bank,GOOYO Money Safe Piggy Bank,,"<p>It is modern and stylish ATM Machine type toy cum saving bank with light and sound effects that make the savings game more enjoyable and fun. VGRASSP Piggy Bank toy is designed unique and very innovative to teach savings and management.<br>Combining modern technology with classic piggy bank functionality, the advanced security system offers peace of mind. Experience a unique and secure way to access your savings. The Gullak features a two-step unlocking process : Enter your number password then touch sensor for added security to open the door. This multi-layered approach ensures your money stays safe while adding an element of excitement.</p>
<p>A money bank toy is a fun and interactive way for kids to learn about saving money. It usually features a coin slot and a container for storing coins or bills, often with playful</p>",published,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/gooyo-money-safe-piggy-bank/8330b3f5-1145-4a05-9e81-06f99b9a86c8.png,,,,,,,,,,,,,,,,,,TRUE,,,Title: Default Title,,,FALSE,FALSE,0,,,,,,,,799,Title,Default Title,,,,,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/gooyo-money-safe-piggy-bank/67666c1c-9328-4ddf-86f7-4c7273d0750c.png,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/gooyo-money-safe-piggy-bank/a5709da6-91c7-4233-abd1-9fbed2661180.png,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/gooyo-money-safe-piggy-bank/024e5c21-8534-4930-ba54-a2cfdec4ef83.jpg,,,,,
,h11-hoverboard,H11 HOVERBOARD,,"<p>LARGER 10.5” WHEELS – Perfect for Riding Indoors and Outdoors.</p>
<p>FREE ACCESSORIES – Free Carry Bag, Charger, Free Protection Kit, and Free Remote</p>
<p>START UP BALANCE 2.0 – Assists in Balancing the Hoverboard with the 5th GEN Control Board</p>
<p>BLUETOOTH ENABLED – Play Music while riding with a built-in speaker</p>
<p>PREMIUM FEATURES – Bigger Battery, Lifting Handle, More Motor Power, and Led wheels (All Terrain Wheels)</p>
<p>POWERFUL PERFORMANCE – Race up to 18km/h and climb inclines up to 20 Degrees</p>
<p>FOR ALL RIDERS – Perfect for all Ages 7+ and up to 100kg Load<br><br>DIMENSIONS: 12 × 18 × 20 CM</p>
<p>STARTUP BALANCE 2.0: YES</p>
<p>CONTROL BOARD: FIFTH GENERATION SUPER INTELLIGENT CONTROL PANEL WITH US-BASED ST CHIPSETS.</p>
<p>BATTERY: 158WH 36V PACK WITH QUICK CHARGE 2.0 BATTERY MANAGEMENT SYSTEM</p>
<p>MOTOR: 300W X 2 DUAL MOTORS – DOUBLE TORQUE (100% COPPER)</p>
<p>TYRE: 10.5"" OFFROAD AIR-FILLED TYRES</p>
<p>WARRANTY: 1-YEAR WARRANTY AS PER WARRANTY DETAILS. (PLEASE REFER TO WARRANTY SECTION)</p>
<p>CERTIFICATION: CE CERTIFIED</p>
<p>CHARGING TIME: QUICK CHARGE 2.0 (1-2 HOURS MAX)</p>
<p>MAXIMUM SPEED: 20KM/H (AS PER USER WEIGHT LOAD)</p>
<p>MAX LOAD CAPACITY: 100KG</p>
<p>MINIMUM LOAD: 15KG</p>
<p>BLUETOOTH: YES (PLAY MUSIC BY CONNECTING WITH ANY BLUETOOTH DEVICE)</p>
<p>FRONT LEDS: YES</p>
<p>REAR LEDS: YES</p>
<p>WHEEL ARCH LEDS: YES</p>
<p>BATTERY INDICATOR: YES</p>
<p>LED WHEEL: YES</p>
<p>REMOTE: YES</p>
<p>MOBILE APP: NO</p>
<p>BAG: YES</p>
<p>GRADABILITY: 20 DEGREES</p>
<p>MATERIAL: SOLID ALUMINIUM MAIN FRAME + ABS BODY</p>
<p>NET WEIGHT: 16KG</p>
<p>DELIVERY TIME: READY STOCK – SAME DAY QUICK DISPATCH (SHIPPING TIME 2-4 BUSINESS DAYS)</p>
<p>LIFTING HANDLE: YES</p>
<p>PROTECTION KIT: YES</p>",published,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/h11-hoverboard/e5629a4d-d13f-4245-8dc0-875e20572e64.webp,,,,,,,,,,,,,ptag_01KBEW1A4NMX879BPJDPVA5XX9,,,,,TRUE,,,Title: Default Title,,,FALSE,FALSE,15000,,,,,,,,14999,Title,Default Title,,,,,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/h11-hoverboard/e5629a4d-d13f-4245-8dc0-875e20572e64.webp,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/h11-hoverboard/3f6ee4e4-16b3-4b23-b600-0ce7fcf7c2d8.webp,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/h11-hoverboard/d66a9137-43a3-4f49-83e7-d269a5d40f44.webp,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/h11-hoverboard/69da0185-12cc-4cbc-a6d7-64672831c4a0.webp,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/h11-hoverboard/26127851-25b8-458b-a197-7d4a1d64a74b.webp,https://pub-62f3772fc4574eb99c999e9310dfa640.r2.dev/uploads/h11-hoverboard/f89ba5b4-d79a-4063-aee6-4f1d9b61ad21.webp,,
